CUSTOMER_ID,AGE,GENDER,ITEM_PURCHASED,CATEGORY,PURCHASE_AMOUNT,LOCATION,REGION,SIZE,COLOR,SEASON,REVIEW_RATING,SUBSCRIPTION_STATUS,SHIPPING_TYPE,DISCOUNT_APPLIED,PROMO_CODE_USED,PREVIOUS_PURCHASES,PAYMENT_METHOD,FREQUENCY_OF_PURCHASES,PROCESSDATE,AGE_GROUP,REVIEWS_CLASSIFICATION
1741,69,Male,Pants,Clothing,21,Wisconsin,Midwest Region,L,Charcoal,Fall,3.3,false,Next Day Air,false,false,10,Bank Transfer,Every 3 Months,3/11/2025 19:23,SENIOR,GOOD
1742,41,Male,Pants,Clothing,51,Delaware,South Region,XL,Teal,Winter,3.6,false,Next Day Air,false,false,20,Bank Transfer,Monthly,2/4/2025 10:52,ADULT,GOOD
1743,51,Male,Sandals,Footwear,80,Kansas,Midwest Region,XL,White,Spring,4.3,false,Express,false,false,18,Venmo,Every 3 Months,3/30/2025 21:39,ADULT,EXCELLENT
1744,23,Male,Skirt,Clothing,72,Missouri,Midwest Region,XL,Brown,Winter,3.3,false,Standard,false,false,3,Bank Transfer,Weekly,4/3/2025 4:33,YOUTH,GOOD
1745,57,Male,Sunglasses,Accessories,63,Michigan,Midwest Region,L,Teal,Winter,3.0,false,Standard,false,false,23,PayPal,Weekly,4/6/2025 13:47,ADULT,GOOD
1746,40,Male,Skirt,Clothing,27,West Virginia,South Region,L,Red,Winter,3.6,false,Store Pickup,false,false,27,Cash,Weekly,2/11/2025 13:09,ADULT,GOOD
1747,65,Male,Handbag,Accessories,44,Alabama,South Region,L,Brown,Summer,3.1,false,Store Pickup,false,false,44,Bank Transfer,Fortnightly,2/24/2025 7:13,SENIOR,GOOD
1748,61,Male,Coat,Outerwear,23,New Hampshire,Northeast Region,M,Yellow,Winter,2.9,false,Express,false,false,41,Venmo,Quarterly,1/19/2025 6:03,SENIOR,BAD
1749,34,Male,Skirt,Clothing,93,Montana,West Region,L,Teal,Winter,3.9,false,2-Day Shipping,false,false,41,Bank Transfer,Annually,2/19/2025 20:10,YOUTH,GOOD
1750,43,Male,Hoodie,Clothing,70,Wyoming,West Region,L,Pink,Fall,3.2,false,2-Day Shipping,false,false,36,Debit Card,Every 3 Months,5/24/2025 21:20,ADULT,GOOD
1751,31,Male,Sunglasses,Accessories,85,Missouri,Midwest Region,M,White,Fall,3.1,false,Express,false,false,38,Venmo,Every 3 Months,3/5/2025 13:56,YOUTH,GOOD
1752,57,Male,Sweater,Clothing,40,Ohio,Midwest Region,M,Silver,Winter,3.2,false,2-Day Shipping,false,false,34,Cash,Annually,5/2/2025 19:19,ADULT,GOOD
1753,34,Male,Boots,Footwear,29,South Dakota,Midwest Region,L,Blue,Winter,3.3,false,Store Pickup,false,false,14,Venmo,Quarterly,4/10/2025 12:51,YOUTH,GOOD
1754,25,Male,Skirt,Clothing,27,Colorado,West Region,L,Black,Fall,4.8,false,Next Day Air,false,false,23,Credit Card,Fortnightly,6/12/2025 11:50,YOUTH,EXCELLENT
1755,66,Male,Dress,Clothing,93,Massachusetts,Northeast Region,S,Beige,Fall,3.8,false,2-Day Shipping,false,false,18,Credit Card,Fortnightly,1/23/2025 7:09,SENIOR,GOOD
1756,56,Male,Belt,Accessories,20,Delaware,South Region,XL,Charcoal,Spring,4.6,false,Next Day Air,false,false,45,Cash,Monthly,1/30/2025 8:31,ADULT,EXCELLENT
1757,49,Male,Jewelry,Accessories,55,New Hampshire,Northeast Region,S,Cyan,Fall,2.8,false,Free Shipping,false,false,14,Bank Transfer,Weekly,1/29/2025 21:28,ADULT,BAD
1758,19,Male,Dress,Clothing,94,Michigan,Midwest Region,L,Yellow,Fall,3.6,false,Standard,false,false,48,Debit Card,Annually,5/25/2025 17:57,YOUTH,GOOD
1759,27,Male,Hat,Accessories,56,Pennsylvania,Northeast Region,M,Silver,Winter,4.3,false,Free Shipping,false,false,17,Venmo,Bi-Weekly,3/30/2025 18:37,YOUTH,EXCELLENT
1760,68,Male,Sweater,Clothing,58,Louisiana,South Region,L,Green,Spring,4.0,false,Next Day Air,false,false,1,PayPal,Weekly,6/6/2025 12:54,SENIOR,GOOD
1761,20,Male,Skirt,Clothing,44,Minnesota,Midwest Region,XL,Peach,Spring,3.5,false,Standard,false,false,39,PayPal,Weekly,2/8/2025 19:20,YOUTH,GOOD
1762,21,Male,Hoodie,Clothing,95,Hawaii,West Region,S,Green,Fall,4.9,false,2-Day Shipping,false,false,24,Cash,Weekly,1/31/2025 22:23,YOUTH,EXCELLENT
1763,36,Male,Sandals,Footwear,42,Idaho,West Region,M,Brown,Summer,3.1,false,Express,false,false,41,Bank Transfer,Fortnightly,1/8/2025 20:29,ADULT,GOOD
1764,37,Male,Jewelry,Accessories,93,Vermont,Northeast Region,M,Lavender,Winter,3.9,false,Store Pickup,false,false,28,PayPal,Annually,5/15/2025 3:47,ADULT,GOOD
1765,61,Male,Dress,Clothing,56,Delaware,South Region,M,Charcoal,Summer,3.0,false,Store Pickup,false,false,34,Venmo,Quarterly,4/27/2025 3:17,SENIOR,GOOD
1766,68,Male,Hoodie,Clothing,88,New Mexico,West Region,M,Orange,Spring,4.1,false,2-Day Shipping,false,false,41,Venmo,Quarterly,1/4/2025 21:35,SENIOR,EXCELLENT
1767,60,Male,Sweater,Clothing,54,Alaska,West Region,S,Cyan,Winter,4.3,false,2-Day Shipping,false,false,27,Cash,Bi-Weekly,6/8/2025 21:00,SENIOR,EXCELLENT
1768,69,Male,Jewelry,Accessories,89,Minnesota,Midwest Region,L,Lavender,Fall,3.8,false,2-Day Shipping,false,false,46,Debit Card,Fortnightly,3/26/2025 9:32,SENIOR,GOOD
1769,25,Male,Sandals,Footwear,45,Nebraska,Midwest Region,M,Indigo,Summer,3.9,false,2-Day Shipping,false,false,2,PayPal,Every 3 Months,6/13/2025 17:32,YOUTH,GOOD
1770,32,Male,Socks,Clothing,75,Alaska,West Region,L,Brown,Winter,4.3,false,Free Shipping,false,false,45,Cash,Monthly,4/19/2025 10:47,YOUTH,EXCELLENT
1771,53,Male,Backpack,Accessories,22,Michigan,Midwest Region,M,Pink,Fall,4.3,false,Express,false,false,34,Bank Transfer,Weekly,1/12/2025 22:08,ADULT,EXCELLENT
1772,46,Male,Shirt,Clothing,82,Indiana,Midwest Region,XL,Turquoise,Fall,4.7,false,Store Pickup,false,false,9,Credit Card,Annually,2/16/2025 5:10,ADULT,EXCELLENT
1773,58,Male,Shoes,Footwear,34,Hawaii,West Region,M,Gold,Summer,3.1,false,2-Day Shipping,false,false,1,Bank Transfer,Annually,5/21/2025 22:02,ADULT,GOOD
1774,21,Male,Coat,Outerwear,92,West Virginia,South Region,M,Blue,Summer,2.7,false,Free Shipping,false,false,17,PayPal,Annually,4/1/2025 1:15,YOUTH,BAD
1775,46,Male,Sweater,Clothing,78,New York,Northeast Region,M,Lavender,Spring,3.7,false,Express,false,false,6,PayPal,Weekly,6/27/2025 23:52,ADULT,GOOD
1776,18,Male,Jacket,Outerwear,47,Iowa,Midwest Region,M,Violet,Spring,3.3,false,2-Day Shipping,false,false,12,Cash,Bi-Weekly,6/29/2025 12:30,YOUTH,GOOD
1777,56,Male,Jacket,Outerwear,64,Arizona,West Region,L,Cyan,Summer,3.4,false,Free Shipping,false,false,10,Venmo,Every 3 Months,4/16/2025 23:23,ADULT,GOOD
1778,18,Male,Sneakers,Footwear,44,Minnesota,Midwest Region,L,Purple,Winter,4.7,false,Free Shipping,false,false,4,Cash,Fortnightly,5/12/2025 3:51,YOUTH,EXCELLENT
1779,49,Male,Belt,Accessories,94,Texas,South Region,M,Red,Winter,4.9,false,Store Pickup,false,false,8,Debit Card,Bi-Weekly,6/29/2025 22:29,ADULT,EXCELLENT
1780,29,Male,Scarf,Accessories,62,Virginia,South Region,M,Charcoal,Winter,4.3,false,Free Shipping,false,false,41,Venmo,Weekly,4/29/2025 10:53,YOUTH,EXCELLENT
1781,67,Male,Jewelry,Accessories,81,North Dakota,Midwest Region,S,Gray,Summer,4.2,false,Next Day Air,false,false,49,Credit Card,Weekly,6/2/2025 23:24,SENIOR,EXCELLENT
1782,31,Male,T-shirt,Clothing,33,Iowa,Midwest Region,M,Pink,Fall,3.7,false,Express,false,false,49,Bank Transfer,Quarterly,3/12/2025 18:35,YOUTH,GOOD
1783,52,Male,Pants,Clothing,88,Utah,West Region,M,Lavender,Fall,2.7,false,Next Day Air,false,false,40,Bank Transfer,Fortnightly,2/5/2025 13:23,ADULT,BAD
1784,42,Male,Handbag,Accessories,49,Ohio,Midwest Region,L,Lavender,Winter,3.3,false,Free Shipping,false,false,30,Credit Card,Monthly,6/1/2025 3:57,ADULT,GOOD
1785,32,Male,Backpack,Accessories,31,Louisiana,South Region,L,Yellow,Summer,4.8,false,Standard,false,false,4,Debit Card,Quarterly,5/3/2025 20:07,YOUTH,EXCELLENT
1786,47,Male,Gloves,Accessories,29,Iowa,Midwest Region,S,Peach,Fall,4.1,false,Next Day Air,false,false,22,Venmo,Monthly,4/27/2025 18:54,ADULT,EXCELLENT
1787,45,Male,Jacket,Outerwear,34,Maryland,South Region,M,Brown,Spring,4.6,false,2-Day Shipping,false,false,22,Venmo,Monthly,3/1/2025 23:56,ADULT,EXCELLENT
1788,20,Male,Sweater,Clothing,38,Montana,West Region,L,Gold,Fall,4.9,false,2-Day Shipping,false,false,10,Bank Transfer,Quarterly,2/5/2025 20:13,YOUTH,EXCELLENT
1789,66,Male,Blouse,Clothing,41,Illinois,Midwest Region,L,Pink,Summer,3.1,false,Store Pickup,false,false,23,Cash,Bi-Weekly,5/29/2025 22:04,SENIOR,GOOD
1790,52,Male,Blouse,Clothing,34,Arizona,West Region,L,Peach,Spring,3.0,false,2-Day Shipping,false,false,43,Debit Card,Quarterly,2/9/2025 22:21,ADULT,GOOD
1791,50,Male,Gloves,Accessories,26,North Carolina,South Region,S,Violet,Summer,3.7,false,Store Pickup,false,false,31,PayPal,Bi-Weekly,4/29/2025 3:46,ADULT,GOOD
1792,62,Male,Jeans,Clothing,98,Montana,West Region,S,Purple,Winter,4.0,false,Store Pickup,false,false,38,Cash,Annually,5/29/2025 12:11,SENIOR,GOOD
1793,38,Male,Sneakers,Footwear,59,Iowa,Midwest Region,M,Peach,Fall,3.0,false,Express,false,false,22,Debit Card,Every 3 Months,4/28/2025 15:18,ADULT,GOOD
1794,65,Male,Hat,Accessories,92,Iowa,Midwest Region,S,White,Fall,3.8,false,Store Pickup,false,false,45,Cash,Every 3 Months,2/26/2025 18:34,SENIOR,GOOD
1795,60,Male,Backpack,Accessories,40,Ohio,Midwest Region,L,Indigo,Spring,3.7,false,Express,false,false,21,Debit Card,Fortnightly,3/16/2025 15:13,SENIOR,GOOD
1796,68,Male,Jeans,Clothing,20,Wisconsin,Midwest Region,S,Violet,Fall,4.0,false,2-Day Shipping,false,false,9,Debit Card,Fortnightly,4/8/2025 8:24,SENIOR,GOOD
1797,62,Male,Skirt,Clothing,35,South Carolina,South Region,S,Brown,Spring,3.1,false,Store Pickup,false,false,34,Venmo,Weekly,4/11/2025 7:44,SENIOR,GOOD
1798,62,Male,Belt,Accessories,35,Oregon,West Region,L,Maroon,Spring,3.9,false,2-Day Shipping,false,false,26,Venmo,Weekly,5/19/2025 19:51,SENIOR,GOOD
1799,40,Male,Dress,Clothing,82,North Dakota,Midwest Region,L,Magenta,Winter,3.7,false,Express,false,false,1,Cash,Weekly,5/19/2025 1:03,ADULT,GOOD
1800,32,Male,Hoodie,Clothing,48,California,West Region,M,Charcoal,Fall,3.9,false,Express,false,false,47,Venmo,Weekly,2/15/2025 2:41,YOUTH,GOOD
1801,22,Male,Coat,Outerwear,58,Mississippi,South Region,XL,Indigo,Winter,2.7,false,Express,false,false,30,Credit Card,Weekly,4/22/2025 12:30,YOUTH,BAD
1802,33,Male,Sweater,Clothing,57,New Jersey,Northeast Region,M,Turquoise,Spring,3.9,false,Express,false,false,48,Debit Card,Fortnightly,5/2/2025 13:37,YOUTH,GOOD
1803,57,Male,Shorts,Clothing,96,Rhode Island,Northeast Region,L,Turquoise,Winter,2.6,false,Store Pickup,false,false,31,Venmo,Bi-Weekly,5/25/2025 8:11,ADULT,BAD
1804,60,Male,Sneakers,Footwear,97,New Hampshire,Northeast Region,S,Gray,Summer,3.5,false,Free Shipping,false,false,33,Venmo,Fortnightly,6/1/2025 2:41,SENIOR,GOOD
1805,30,Male,Sweater,Clothing,42,Louisiana,South Region,L,Peach,Winter,4.4,false,Next Day Air,false,false,39,Credit Card,Weekly,1/1/2025 18:02,YOUTH,EXCELLENT
1806,41,Male,T-shirt,Clothing,62,Arizona,West Region,L,Gold,Spring,4.9,false,Store Pickup,false,false,46,Debit Card,Weekly,1/1/2025 0:40,ADULT,EXCELLENT
1807,58,Male,Handbag,Accessories,67,Rhode Island,Northeast Region,M,Green,Fall,3.9,false,Standard,false,false,24,Venmo,Annually,1/30/2025 15:59,ADULT,GOOD
1808,34,Male,Sneakers,Footwear,46,Vermont,Northeast Region,L,Gold,Summer,3.5,false,Standard,false,false,37,Venmo,Fortnightly,1/10/2025 15:19,YOUTH,GOOD
1809,67,Male,Jacket,Outerwear,71,Tennessee,South Region,M,Lavender,Spring,4.3,false,Next Day Air,false,false,7,Debit Card,Monthly,5/10/2025 3:14,SENIOR,EXCELLENT
1810,58,Male,Backpack,Accessories,99,Alaska,West Region,S,Blue,Fall,3.4,false,Free Shipping,false,false,6,Debit Card,Fortnightly,4/26/2025 19:14,ADULT,GOOD
1811,41,Male,Jeans,Clothing,28,Maryland,South Region,M,Magenta,Fall,2.7,false,Standard,false,false,16,Cash,Bi-Weekly,3/13/2025 5:05,ADULT,BAD
1812,42,Male,Belt,Accessories,77,Wisconsin,Midwest Region,L,Blue,Summer,3.6,false,Standard,false,false,33,Bank Transfer,Annually,5/19/2025 21:59,ADULT,GOOD
1813,50,Male,Boots,Footwear,63,Nevada,West Region,S,Blue,Summer,4.9,false,Express,false,false,18,PayPal,Bi-Weekly,1/19/2025 2:18,ADULT,EXCELLENT
1814,40,Male,Shorts,Clothing,62,Illinois,Midwest Region,M,Olive,Spring,3.5,false,Free Shipping,false,false,24,PayPal,Weekly,3/6/2025 2:30,ADULT,GOOD
1815,32,Male,Jeans,Clothing,92,Montana,West Region,M,White,Summer,3.8,false,Free Shipping,false,false,24,Cash,Quarterly,6/4/2025 23:56,YOUTH,GOOD
1816,51,Male,Shoes,Footwear,72,New Mexico,West Region,L,White,Winter,4.5,false,2-Day Shipping,false,false,48,Credit Card,Every 3 Months,4/22/2025 15:01,ADULT,EXCELLENT
1817,26,Male,Hat,Accessories,79,Virginia,South Region,M,Purple,Summer,4.0,false,Express,false,false,4,Cash,Weekly,2/19/2025 19:48,YOUTH,GOOD
1818,32,Male,T-shirt,Clothing,27,Delaware,South Region,M,White,Summer,4.7,false,Free Shipping,false,false,20,Cash,Weekly,6/25/2025 22:44,YOUTH,EXCELLENT
1819,58,Male,Sunglasses,Accessories,39,North Carolina,South Region,M,White,Fall,3.8,false,Express,false,false,47,Debit Card,Every 3 Months,3/16/2025 15:48,ADULT,GOOD
1820,51,Male,Socks,Clothing,86,Nevada,West Region,S,Peach,Spring,4.5,false,Next Day Air,false,false,50,Cash,Quarterly,1/9/2025 1:13,ADULT,EXCELLENT
1821,19,Male,Shirt,Clothing,94,Washington,West Region,XL,Gold,Fall,5.0,false,Express,false,false,31,PayPal,Monthly,5/9/2025 6:03,YOUTH,EXCELLENT
1822,57,Male,Shorts,Clothing,53,Maine,Northeast Region,M,Teal,Spring,2.8,false,Express,false,false,29,PayPal,Quarterly,1/19/2025 0:42,ADULT,BAD
1823,66,Male,Shirt,Clothing,85,Connecticut,Northeast Region,S,Cyan,Summer,4.4,false,Standard,false,false,4,Cash,Annually,4/15/2025 9:32,SENIOR,EXCELLENT
1824,62,Male,Socks,Clothing,50,Louisiana,South Region,L,Pink,Fall,4.7,false,Free Shipping,false,false,40,Bank Transfer,Bi-Weekly,2/26/2025 12:42,SENIOR,EXCELLENT
1825,58,Male,Pants,Clothing,47,Illinois,Midwest Region,XL,Magenta,Winter,3.8,false,Express,false,false,31,Cash,Monthly,2/18/2025 2:03,ADULT,GOOD
1826,23,Male,Boots,Footwear,75,South Dakota,Midwest Region,M,Pink,Winter,4.9,false,Next Day Air,false,false,41,Credit Card,Weekly,6/25/2025 6:24,YOUTH,EXCELLENT
1827,45,Male,T-shirt,Clothing,60,Indiana,Midwest Region,M,Turquoise,Winter,4.2,false,Express,false,false,44,Debit Card,Annually,6/14/2025 23:58,ADULT,EXCELLENT
1828,20,Male,T-shirt,Clothing,36,Vermont,Northeast Region,S,Pink,Spring,4.9,false,2-Day Shipping,false,false,31,Bank Transfer,Weekly,2/22/2025 16:03,YOUTH,EXCELLENT
1829,33,Male,Coat,Outerwear,80,New Hampshire,Northeast Region,L,Gray,Spring,3.9,false,Express,false,false,45,Cash,Every 3 Months,3/4/2025 22:21,YOUTH,GOOD
1830,30,Male,Hat,Accessories,96,Oregon,West Region,M,White,Spring,4.9,false,2-Day Shipping,false,false,50,Credit Card,Quarterly,1/12/2025 18:42,YOUTH,EXCELLENT
1831,50,Male,Sunglasses,Accessories,80,Kansas,Midwest Region,M,Blue,Winter,4.8,false,Express,false,false,7,Venmo,Annually,6/15/2025 14:45,ADULT,EXCELLENT
1832,62,Male,Blouse,Clothing,71,Maine,Northeast Region,M,Cyan,Summer,3.3,false,Free Shipping,false,false,5,Bank Transfer,Every 3 Months,3/24/2025 6:11,SENIOR,GOOD
1833,69,Male,Jewelry,Accessories,29,Louisiana,South Region,M,Blue,Fall,4.6,false,Free Shipping,false,false,48,Cash,Monthly,1/23/2025 7:02,SENIOR,EXCELLENT
1834,34,Male,Jewelry,Accessories,53,Louisiana,South Region,M,Yellow,Spring,4.5,false,2-Day Shipping,false,false,19,PayPal,Fortnightly,2/20/2025 1:09,YOUTH,EXCELLENT
1835,49,Male,Skirt,Clothing,35,Indiana,Midwest Region,M,Charcoal,Summer,4.1,false,2-Day Shipping,false,false,39,Venmo,Fortnightly,2/19/2025 1:17,ADULT,EXCELLENT
1836,65,Male,Scarf,Accessories,75,Kentucky,South Region,M,Lavender,Fall,3.2,false,2-Day Shipping,false,false,45,Credit Card,Quarterly,1/2/2025 9:03,SENIOR,GOOD
1837,66,Male,Pants,Clothing,52,South Carolina,South Region,M,Teal,Fall,4.2,false,2-Day Shipping,false,false,35,Credit Card,Monthly,1/16/2025 14:59,SENIOR,EXCELLENT
1838,41,Male,Hat,Accessories,77,Montana,West Region,M,Beige,Winter,4.8,false,Free Shipping,false,false,8,Venmo,Monthly,2/2/2025 0:15,ADULT,EXCELLENT
1839,37,Male,Gloves,Accessories,24,Vermont,Northeast Region,L,Blue,Fall,4.1,false,Next Day Air,false,false,11,Credit Card,Quarterly,4/23/2025 1:12,ADULT,EXCELLENT
1840,32,Male,Shirt,Clothing,78,Mississippi,South Region,XL,Purple,Winter,3.7,false,Store Pickup,false,false,32,Cash,Annually,1/21/2025 2:11,YOUTH,GOOD
1841,42,Male,Sandals,Footwear,98,Wyoming,West Region,M,Gold,Winter,2.6,false,Store Pickup,false,false,46,Bank Transfer,Every 3 Months,2/28/2025 18:34,ADULT,BAD
1842,31,Male,Socks,Clothing,57,Vermont,Northeast Region,L,Blue,Winter,3.0,false,Standard,false,false,7,PayPal,Every 3 Months,3/11/2025 1:08,YOUTH,GOOD
1843,61,Male,Handbag,Accessories,78,Alabama,South Region,M,Black,Summer,4.4,false,Express,false,false,1,Debit Card,Annually,3/26/2025 3:47,SENIOR,EXCELLENT
1844,36,Male,Jacket,Outerwear,76,Kentucky,South Region,M,Charcoal,Fall,4.7,false,Next Day Air,false,false,32,Credit Card,Monthly,6/9/2025 11:35,ADULT,EXCELLENT
1845,60,Male,Shorts,Clothing,26,South Dakota,Midwest Region,M,Purple,Spring,2.7,false,2-Day Shipping,false,false,31,Credit Card,Annually,2/22/2025 16:28,SENIOR,BAD
1846,51,Male,Sandals,Footwear,78,Delaware,South Region,M,Orange,Winter,2.8,false,2-Day Shipping,false,false,39,Bank Transfer,Quarterly,2/9/2025 14:59,ADULT,BAD
1847,68,Male,Scarf,Accessories,53,Wisconsin,Midwest Region,M,Yellow,Summer,2.9,false,Standard,false,false,9,Venmo,Quarterly,3/23/2025 5:35,SENIOR,BAD
1848,46,Male,Sandals,Footwear,100,Arizona,West Region,XL,Cyan,Summer,4.4,false,Free Shipping,false,false,49,Credit Card,Weekly,2/24/2025 12:26,ADULT,EXCELLENT
1849,19,Male,Jeans,Clothing,73,Maine,Northeast Region,XL,Yellow,Winter,2.7,false,Express,false,false,34,Cash,Every 3 Months,2/15/2025 23:58,YOUTH,BAD
1850,30,Male,Skirt,Clothing,40,New Mexico,West Region,M,Maroon,Winter,4.5,false,Store Pickup,false,false,35,Bank Transfer,Monthly,4/19/2025 0:23,YOUTH,EXCELLENT
1851,51,Male,Gloves,Accessories,76,Wyoming,West Region,S,Black,Winter,2.8,false,Store Pickup,false,false,50,Debit Card,Weekly,2/23/2025 11:23,ADULT,BAD
1852,28,Male,Skirt,Clothing,80,Delaware,South Region,S,Lavender,Fall,3.1,false,Free Shipping,false,false,4,Bank Transfer,Fortnightly,3/20/2025 6:15,YOUTH,GOOD
1853,41,Male,Sweater,Clothing,80,Pennsylvania,Northeast Region,XL,Violet,Winter,3.8,false,Store Pickup,false,false,32,Cash,Weekly,6/25/2025 21:51,ADULT,GOOD
1854,29,Male,Blouse,Clothing,67,North Dakota,Midwest Region,XL,Olive,Spring,2.9,false,Express,false,false,11,PayPal,Fortnightly,6/19/2025 21:21,YOUTH,BAD
1855,25,Male,Sweater,Clothing,61,Kentucky,South Region,M,Teal,Spring,3.8,false,Express,false,false,49,Credit Card,Annually,4/26/2025 13:11,YOUTH,GOOD
1856,60,Male,Shirt,Clothing,76,Rhode Island,Northeast Region,XL,Teal,Spring,4.7,false,Standard,false,false,9,Cash,Annually,6/17/2025 20:40,SENIOR,EXCELLENT
1857,63,Male,Jewelry,Accessories,55,Arizona,West Region,XL,Beige,Summer,3.2,false,Free Shipping,false,false,30,PayPal,Bi-Weekly,1/8/2025 8:52,SENIOR,GOOD
1858,51,Male,T-shirt,Clothing,85,Colorado,West Region,L,Maroon,Summer,4.0,false,Next Day Air,false,false,33,Cash,Monthly,6/22/2025 9:34,ADULT,GOOD
1859,22,Male,Scarf,Accessories,69,Maine,Northeast Region,S,Peach,Spring,4.9,false,2-Day Shipping,false,false,8,Debit Card,Annually,6/19/2025 0:16,YOUTH,EXCELLENT
1860,54,Male,Belt,Accessories,26,New Jersey,Northeast Region,L,Beige,Summer,3.7,false,Store Pickup,false,false,29,Debit Card,Fortnightly,1/10/2025 12:35,ADULT,GOOD
1861,18,Male,T-shirt,Clothing,64,Kansas,Midwest Region,M,Silver,Summer,4.8,false,Next Day Air,false,false,4,Credit Card,Monthly,3/10/2025 19:03,YOUTH,EXCELLENT
1862,29,Male,Sneakers,Footwear,60,South Dakota,Midwest Region,S,Peach,Fall,3.6,false,Standard,false,false,19,Debit Card,Monthly,1/21/2025 1:19,YOUTH,GOOD
1863,59,Male,Gloves,Accessories,36,New Hampshire,Northeast Region,M,Turquoise,Winter,4.6,false,Express,false,false,10,PayPal,Fortnightly,6/27/2025 7:09,ADULT,EXCELLENT
1864,25,Male,Sandals,Footwear,21,Connecticut,Northeast Region,L,Orange,Spring,4.3,false,2-Day Shipping,false,false,39,Debit Card,Monthly,6/10/2025 17:51,YOUTH,EXCELLENT
1865,19,Male,Backpack,Accessories,72,Wyoming,West Region,S,Cyan,Fall,3.2,false,2-Day Shipping,false,false,21,Venmo,Quarterly,6/7/2025 23:16,YOUTH,GOOD
1866,56,Male,Pants,Clothing,62,Missouri,Midwest Region,S,Silver,Summer,3.8,false,Store Pickup,false,false,12,Bank Transfer,Monthly,5/12/2025 22:41,ADULT,GOOD
1867,31,Male,T-shirt,Clothing,44,Alaska,West Region,XL,Gold,Winter,4.2,false,Standard,false,false,9,Credit Card,Fortnightly,4/24/2025 14:58,YOUTH,EXCELLENT
1868,45,Male,Skirt,Clothing,52,Delaware,South Region,M,Brown,Fall,3.4,false,2-Day Shipping,false,false,20,Venmo,Quarterly,4/17/2025 12:14,ADULT,GOOD
1869,23,Male,Gloves,Accessories,58,Indiana,Midwest Region,M,Silver,Spring,4.7,false,Next Day Air,false,false,44,Cash,Fortnightly,2/22/2025 19:59,YOUTH,EXCELLENT
1870,18,Male,Blouse,Clothing,77,West Virginia,South Region,S,Beige,Spring,3.9,false,2-Day Shipping,false,false,16,Debit Card,Every 3 Months,5/10/2025 11:43,YOUTH,GOOD
1871,43,Male,Blouse,Clothing,99,Wyoming,West Region,L,Violet,Spring,4.3,false,Store Pickup,false,false,27,Debit Card,Fortnightly,1/15/2025 15:34,ADULT,EXCELLENT
1872,56,Male,Jeans,Clothing,96,Illinois,Midwest Region,XL,Violet,Fall,2.7,false,Standard,false,false,14,Cash,Every 3 Months,3/7/2025 16:09,ADULT,BAD
1873,43,Male,T-shirt,Clothing,64,Alaska,West Region,M,Lavender,Summer,4.6,false,Standard,false,false,24,Credit Card,Monthly,1/2/2025 1:51,ADULT,EXCELLENT
1874,64,Male,Sweater,Clothing,44,Wisconsin,Midwest Region,XL,Red,Fall,2.9,false,Express,false,false,49,Bank Transfer,Weekly,4/23/2025 14:59,SENIOR,BAD
1875,67,Male,Pants,Clothing,33,Indiana,Midwest Region,L,Purple,Fall,3.6,false,Free Shipping,false,false,14,Cash,Weekly,2/7/2025 3:06,SENIOR,GOOD
1876,63,Male,Boots,Footwear,71,Tennessee,South Region,M,Brown,Winter,3.9,false,Next Day Air,false,false,6,Credit Card,Quarterly,3/14/2025 21:11,SENIOR,GOOD
1877,54,Male,Skirt,Clothing,36,Illinois,Midwest Region,M,Gray,Fall,2.6,false,Standard,false,false,20,Venmo,Quarterly,5/9/2025 15:53,ADULT,BAD
1878,69,Male,Gloves,Accessories,62,Pennsylvania,Northeast Region,L,Pink,Fall,3.6,false,Express,false,false,3,Credit Card,Annually,5/18/2025 20:40,SENIOR,GOOD
1879,34,Male,Socks,Clothing,29,Oklahoma,South Region,L,Magenta,Summer,3.4,false,Store Pickup,false,false,5,Credit Card,Monthly,3/2/2025 11:20,YOUTH,GOOD
1880,56,Male,T-shirt,Clothing,33,Tennessee,South Region,L,Charcoal,Spring,3.5,false,Express,false,false,46,Cash,Bi-Weekly,3/16/2025 4:10,ADULT,GOOD
1881,34,Male,Blouse,Clothing,33,New Jersey,Northeast Region,L,Yellow,Fall,3.1,false,2-Day Shipping,false,false,8,Debit Card,Monthly,3/12/2025 10:25,YOUTH,GOOD
1882,58,Male,Blouse,Clothing,41,New Jersey,Northeast Region,M,Red,Winter,4.3,false,Standard,false,false,13,Cash,Bi-Weekly,5/14/2025 9:55,ADULT,EXCELLENT
1883,44,Male,Scarf,Accessories,54,Tennessee,South Region,L,Blue,Winter,5.0,false,Store Pickup,false,false,25,Bank Transfer,Quarterly,1/14/2025 23:14,ADULT,EXCELLENT
1884,25,Male,Backpack,Accessories,58,Georgia,South Region,M,Cyan,Spring,4.9,false,Store Pickup,false,false,39,Debit Card,Fortnightly,2/17/2025 1:23,YOUTH,EXCELLENT
1885,27,Male,Shorts,Clothing,30,Arizona,West Region,S,Pink,Summer,4.3,false,Next Day Air,false,false,15,Bank Transfer,Bi-Weekly,2/10/2025 15:57,YOUTH,EXCELLENT
1886,26,Male,Jewelry,Accessories,53,Nevada,West Region,S,Maroon,Winter,4.4,false,Standard,false,false,35,Cash,Monthly,1/1/2025 1:19,YOUTH,EXCELLENT
